id,name,bin_checksum_1,location_id/id,kind,zone,corridor,shelf,height,box
__import__.location_loc_GD01C2,GD01C2,76,__import__.location_family_G,bin,G,D,0,1,C2
__import__.location_loc_GC25B1,GC25B1,46,__import__.location_family_G,bin,G,C,2,5,B1
__import__.location_loc_GBP513,GBP513,92,__import__.location_family_G,bin,G,B,P,5,13
__import__.location_loc_GF22F3,GF22F3,87,__import__.location_family_G,bin,G,F,2,2,F3
__import__.location_loc_GGL503,GGL503,88,__import__.location_family_G,bin,G,G,L,5,03
__import__.location_loc_GF12F4,GF12F4,84,__import__.location_family_G,bin,G,F,1,2,F4
__import__.location_loc_GH07D1,GH07D1,73,__import__.location_family_G,bin,G,H,0,7,D1
__import__.location_loc_GK13B5,GK13B5,68,__import__.location_family_G,bin,G,K,1,3,B5
__import__.location_loc_GC31D7,GC31D7,51,__import__.location_family_G,bin,G,C,3,1,D7
__import__.location_loc_GGV307,GGV307,99,__import__.location_family_G,bin,G,G,V,3,07
__import__.location_loc_GF18B8,GF18B8,10,__import__.location_family_G,bin,G,F,1,8,B8
__import__.location_loc_EXP000,EXP000,,__import__.location_family_E,bin,E,X,P,0,00
__import__.location_loc_GBN301,GBN301,56,__import__.location_family_G,bin,G,B,N,3,01
__import__.location_loc_GC01A2,GC01A2,00,__import__.location_family_G,bin,G,C,0,1,A2
__import__.location_loc_GK05A1,GK05A1,70,__import__.location_family_G,bin,G,K,0,5,A1
__import__.location_loc_GC21C2,GC21C2,40,__import__.location_family_G,bin,G,C,2,1,C2
__import__.location_loc_GC19D1,GC19D1,69,__import__.location_family_G,bin,G,C,1,9,D1
__import__.location_loc_GK03B5,GK03B5,65,__import__.location_family_G,bin,G,K,0,3,B5
__import__.location_loc_GK13B1,GK13B1,93,__import__.location_family_G,bin,G,K,1,3,B1
__import__.location_loc_GK06A1,GK06A1,87,__import__.location_family_G,bin,G,K,0,6,A1
__import__.location_loc_QEF220,QEF220,10,__import__.location_family_Q,bin,Q,E,F,2,20
__import__.location_loc_GE08A5,GE08A5,01,__import__.location_family_G,bin,G,E,0,8,A5
__import__.location_loc_QAD310,QAD310,31,__import__.location_family_Q,bin,Q,A,D,3,10
__import__.location_loc_AC11A4,AC11A4,14,__import__.location_family_A,bin,A,C,11,A,4
__import__.location_loc_GGR506,GGR506,69,__import__.location_family_G,bin,G,G,R,5,06
__import__.location_loc_GF14E5,GF14E5,59,__import__.location_family_G,bin,G,F,1,4,E5
__import__.location_loc_AC05A4,AC05A4,07,__import__.location_family_A,bin,A,C,05,A,4
__import__.location_loc_AE12A3,AE12A3,32,__import__.location_family_A,bin,A,E,12,A,3
__import__.location_loc_AA01A1,AA01A1,03,__import__.location_family_A,bin,A,A,01,A,1
__import__.location_loc_AB11B2,AB11B2,30,__import__.location_family_A,bin,A,B,11,B,2
__import__.location_loc_GC31D2,GC31D2,73,__import__.location_family_G,bin,G,C,3,1,D2
__import__.location_loc_AI09B1,AI09B1,89,__import__.location_family_A,bin,A,I,09,B,1
__import__.location_loc_GBX109,GBX109,40,__import__.location_family_G,bin,G,B,X,1,09
__import__.location_loc_GF21B3,GF21B3,15,__import__.location_family_G,bin,G,F,2,1,B3
__import__.location_loc_GBA515,GBA515,95,__import__.location_family_G,bin,G,B,A,5,15
__import__.location_loc_QCD320,QCD320,74,__import__.location_family_Q,bin,Q,C,D,3,20
__import__.location_loc_GBP501,GBP501,03,__import__.location_family_G,bin,G,B,P,5,01
__import__.location_loc_GGE507,GGE507,29,__import__.location_family_G,bin,G,G,E,5,07
__import__.location_loc_GGG203,GGG203,99,__import__.location_family_G,bin,G,G,G,2,03
__import__.location_loc_GBX317,GBX317,69,__import__.location_family_G,bin,G,B,X,3,17
__import__.location_loc_GI05B7,GI05B7,19,__import__.location_family_G,bin,G,I,0,5,B7
__import__.location_loc_AA05B1,AA05B1,02,__import__.location_family_A,bin,A,A,05,B,1
__import__.location_loc_AEC240,AEC240,33,__import__.location_family_A,bin,A,E,C2,4,0
__import__.location_loc_AC03B3,AC03B3,55,__import__.location_family_A,bin,A,C,03,B,3
__import__.location_loc_AKE110,AKE110,55,__import__.location_family_A,bin,A,K,E1,1,0
__import__.location_loc_GE07B7,GE07B7,66,__import__.location_family_G,bin,G,E,0,7,B7
__import__.location_loc_GL15B6,GL15B6,34,__import__.location_family_G,bin,G,L,1,5,B6
__import__.location_loc_GGI402,GGI402,96,__import__.location_family_G,bin,G,G,I,4,02
__import__.location_loc_GD05B3,GD05B3,38,__import__.location_family_G,bin,G,D,0,5,B3
__import__.location_loc_GD24E1,GD24E1,38,__import__.location_family_G,bin,G,D,2,4,E1
__import__.location_loc_AB16B1,AB16B1,02,__import__.location_family_A,bin,A,B,16,B,1
__import__.location_loc_GH33A4,GH33A4,72,__import__.location_family_G,bin,G,H,3,3,A4
__import__.location_loc_AD03A4,AD03A4,07,__import__.location_family_A,bin,A,D,03,A,4
__import__.location_loc_GBM511,GBM511,51,__import__.location_family_G,bin,G,B,M,5,11
__import__.location_loc_GBO103,GBO103,95,__import__.location_family_G,bin,G,B,O,1,03
__import__.location_loc_GD01A3,GD01A3,44,__import__.location_family_G,bin,G,D,0,1,A3
__import__.location_loc_GBK209,GBK209,58,__import__.location_family_G,bin,G,B,K,2,09
__import__.location_loc_GBM409,GBM409,41,__import__.location_family_G,bin,G,B,M,4,09
__import__.location_loc_GBA211,GBA211,33,__import__.location_family_G,bin,G,B,A,2,11
__import__.location_loc_GE32C2,GE32C2,89,__import__.location_family_G,bin,G,E,3,2,C2
__import__.location_loc_GGE103,GGE103,54,__import__.location_family_G,bin,G,G,E,1,03
__import__.location_loc_AD06B1,AD06B1,21,__import__.location_family_A,bin,A,D,06,B,1
__import__.location_loc_AG04B2,AG04B2,88,__import__.location_family_A,bin,A,G,04,B,2
__import__.location_loc_GBA401,GBA401,70,__import__.location_family_G,bin,G,B,A,4,01
__import__.location_loc_GF13D4,GF13D4,00,__import__.location_family_G,bin,G,F,1,3,D4
__import__.location_loc_AF07B6,AF07B6,22,__import__.location_family_A,bin,A,F,07,B,6
__import__.location_loc_AA03B2,AA03B2,18,__import__.location_family_A,bin,A,A,03,B,2
__import__.location_loc_GH07A5,GH07A5,64,__import__.location_family_G,bin,G,H,0,7,A5
__import__.location_loc_AC10B2,AC10B2,02,__import__.location_family_A,bin,A,C,10,B,2
__import__.location_loc_GD11D1,GD11D1,23,__import__.location_family_G,bin,G,D,1,1,D1
__import__.location_loc_GGL501,GGL501,51,__import__.location_family_G,bin,G,G,L,5,01
__import__.location_loc_GBH205,GBH205,81,__import__.location_family_G,bin,G,B,H,2,05
__import__.location_loc_GE01E2,GE01E2,63,__import__.location_family_G,bin,G,E,0,1,E2
__import__.location_loc_GGR205,GGR205,26,__import__.location_family_G,bin,G,G,R,2,05
__import__.location_loc_GBX315,GBX315,41,__import__.location_family_G,bin,G,B,X,3,15
__import__.location_loc_GI05B3,GI05B3,98,__import__.location_family_G,bin,G,I,0,5,B3
__import__.location_loc_GE16D1,GE16D1,50,__import__.location_family_G,bin,G,E,1,6,D1
__import__.location_loc_GBB203,GBB203,96,__import__.location_family_G,bin,G,B,B,2,03
__import__.location_loc_GBX415,GBX415,55,__import__.location_family_G,bin,G,B,X,4,15
__import__.location_loc_GBA409,GBA409,58,__import__.location_family_G,bin,G,B,A,4,09
__import__.location_loc_GGE406,GGE406,05,__import__.location_family_G,bin,G,G,E,4,06
__import__.location_loc_GBM517,GBM517,92,__import__.location_family_G,bin,G,B,M,5,17
__import__.location_loc_GC03F1,GC03F1,35,__import__.location_family_G,bin,G,C,0,3,F1
__import__.location_loc_QCB310,QCB310,94,__import__.location_family_Q,bin,Q,C,B,3,10
__import__.location_loc_GF31A1,GF31A1,07,__import__.location_family_G,bin,G,F,3,1,A1
__import__.location_loc_GBM107,GBM107,43,__import__.location_family_G,bin,G,B,M,1,07
__import__.location_loc_GK01A1,GK01A1,76,__import__.location_family_G,bin,G,K,0,1,A1
__import__.location_loc_AC13B1,AC13B1,33,__import__.location_family_A,bin,A,C,13,B,1
__import__.location_loc_EXV302,EXV302,,__import__.location_family_E,bin,E,X,V,3,02
__import__.location_loc_GGH404,GGH404,87,__import__.location_family_G,bin,G,G,H,4,04
__import__.location_loc_GAK110,GAK110,26,__import__.location_family_G,bin,G,A,K,1,10
__import__.location_loc_GGH408,GGH408,01,__import__.location_family_G,bin,G,G,H,4,08
__import__.location_loc_GGE207,GGE207,73,__import__.location_family_G,bin,G,G,E,2,07
__import__.location_loc_AI15B7,AI15B7,21,__import__.location_family_A,bin,A,I,15,B,7
__import__.location_loc_GF14E3,GF14E3,85,__import__.location_family_G,bin,G,F,1,4,E3
__import__.location_loc_GGH502,GGH502,59,__import__.location_family_G,bin,G,G,H,5,02
__import__.location_loc_GH09C6,GH09C6,43,__import__.location_family_G,bin,G,H,0,9,C6
__import__.location_loc_GH07C3,GH07C3,90,__import__.location_family_G,bin,G,H,0,7,C3
__import__.location_loc_GAK215,GAK215,62,__import__.location_family_G,bin,G,A,K,2,15
__import__.location_loc_GD01A2,GD01A2,51,__import__.location_family_G,bin,G,D,0,1,A2
__import__.location_loc_GE32B1,GE32B1,85,__import__.location_family_G,bin,G,E,3,2,B1
__import__.location_loc_GBK201,GBK201,50,__import__.location_family_G,bin,G,B,K,2,01
__import__.location_loc_GBM305,GBM305,14,__import__.location_family_G,bin,G,B,M,3,05
__import__.location_loc_GGE302,GGE302,78,__import__.location_family_G,bin,G,G,E,3,02
__import__.location_loc_GF12A6,GF12A6,07,__import__.location_family_G,bin,G,F,1,2,A6
__import__.location_loc_AG03A2,AG03A2,45,__import__.location_family_A,bin,A,G,03,A,2
__import__.location_loc_GGL504,GGL504,73,__import__.location_family_G,bin,G,G,L,5,04
__import__.location_loc_GGI202,GGI202,13,__import__.location_family_G,bin,G,G,I,2,02
__import__.location_loc_GD23D6,GD23D6,20,__import__.location_family_G,bin,G,D,2,3,D6
__import__.location_loc_GC10B1,GC10B1,88,__import__.location_family_G,bin,G,C,1,0,B1
__import__.location_loc_GAK120,GAK120,78,__import__.location_family_G,bin,G,A,K,1,20
__import__.location_loc_GBC102,GBC102,11,__import__.location_family_G,bin,G,B,C,1,02
__import__.location_loc_GGH405,GGH405,26,__import__.location_family_G,bin,G,G,H,4,05
__import__.location_loc_GE14C3,GE14C3,35,__import__.location_family_G,bin,G,E,1,4,C3
__import__.location_loc_GC13E6,GC13E6,75,__import__.location_family_G,bin,G,C,1,3,E6
__import__.location_loc_AB06B3,AB06B3,68,__import__.location_family_A,bin,A,B,06,B,3
__import__.location_loc_GF12C5,GF12C5,53,__import__.location_family_G,bin,G,F,1,2,C5
__import__.location_loc_GGT501,GGT501,16,__import__.location_family_G,bin,G,G,T,5,01
__import__.location_loc_GC31F1,GC31F1,83,__import__.location_family_G,bin,G,C,3,1,F1
__import__.location_loc_GBK207,GBK207,62,__import__.location_family_G,bin,G,B,K,2,07
__import__.location_loc_GGB105,GGB105,72,__import__.location_family_G,bin,G,G,B,1,05
__import__.location_loc_GGD302,GGD302,08,__import__.location_family_G,bin,G,G,D,3,02
__import__.location_loc_AB13A4,AB13A4,02,__import__.location_family_A,bin,A,B,13,A,4
__import__.location_loc_AE05A2,AE05A2,15,__import__.location_family_A,bin,A,E,05,A,2
__import__.location_loc_AC02A3,AC02A3,03,__import__.location_family_A,bin,A,C,02,A,3
__import__.location_loc_GGB408,GGB408,12,__import__.location_family_G,bin,G,G,B,4,08
__import__.location_loc_AD11B4,AD11B4,01,__import__.location_family_A,bin,A,D,11,B,4
__import__.location_loc_GK14A2,GK14A2,03,__import__.location_family_G,bin,G,K,1,4,A2
__import__.location_loc_GGE305,GGE305,55,__import__.location_family_G,bin,G,G,E,3,05
__import__.location_loc_GI01B3,GI01B3,28,__import__.location_family_G,bin,G,I,0,1,B3
__import__.location_loc_GE24A3,GE24A3,94,__import__.location_family_G,bin,G,E,2,4,A3
__import__.location_loc_GH07E4,GH07E4,91,__import__.location_family_G,bin,G,H,0,7,E4
__import__.location_loc_GGE504,GGE504,51,__import__.location_family_G,bin,G,G,E,5,04
__import__.location_loc_AD07A2,AD07A2,82,__import__.location_family_A,bin,A,D,07,A,2
__import__.location_loc_AB06A4,AB06A4,45,__import__.location_family_A,bin,A,B,06,A,4
__import__.location_loc_AC12A4,AC12A4,05,__import__.location_family_A,bin,A,C,12,A,4
__import__.location_loc_AB16A1,AB16A1,49,__import__.location_family_A,bin,A,B,16,A,1
__import__.location_loc_AA04B3,AA04B3,00,__import__.location_family_A,bin,A,A,04,B,3
__import__.location_loc_AC04B1,AC04B1,54,__import__.location_family_A,bin,A,C,04,B,1
__import__.location_loc_AEE110,AEE110,54,__import__.location_family_A,bin,A,E,E1,1,0
__import__.location_loc_AB15B3,AB15B3,95,__import__.location_family_A,bin,A,B,15,B,3
__import__.location_loc_AHB130,AHB130,95,__import__.location_family_A,bin,A,H,B1,3,0
__import__.location_loc_AB08B3,AB08B3,50,__import__.location_family_A,bin,A,B,08,B,3
__import__.location_loc_ADD130,ADD130,58,__import__.location_family_A,bin,A,D,D1,3,0
__import__.location_loc_AB16B3,AB16B3,20,__import__.location_family_A,bin,A,B,16,B,3
__import__.location_loc_AC05B4,AC05B4,02,__import__.location_family_A,bin,A,C,05,B,4
__import__.location_loc_AB09A3,AB09A3,02,__import__.location_family_A,bin,A,B,09,A,3
__import__.location_loc_GBY403,GBY403,44,__import__.location_family_G,bin,G,B,Y,4,03
__import__.location_loc_GBG509,GBG509,55,__import__.location_family_G,bin,G,B,G,5,09
__import__.location_loc_GBI403,GBI403,99,__import__.location_family_G,bin,G,B,I,4,03
__import__.location_loc_GF20D3,GF20D3,40,__import__.location_family_G,bin,G,F,2,0,D3
__import__.location_loc_QDE220,QDE220,66,__import__.location_family_Q,bin,Q,D,E,2,20
__import__.location_loc_GGS302,GGS302,47,__import__.location_family_G,bin,G,G,S,3,02
__import__.location_loc_GBK301,GBK301,27,__import__.location_family_G,bin,G,B,K,3,01
__import__.location_loc_GI09B1,GI09B1,62,__import__.location_family_G,bin,G,I,0,9,B1
__import__.location_loc_GI05B4,GI05B4,88,__import__.location_family_G,bin,G,I,0,5,B4
__import__.location_loc_GGH105,GGH105,28,__import__.location_family_G,bin,G,G,H,1,05
__import__.location_loc_GF11B3,GF11B3,04,__import__.location_family_G,bin,G,F,1,1,B3
__import__.location_loc_GBY304,GBY304,59,__import__.location_family_G,bin,G,B,Y,3,04
__import__.location_loc_GBG515,GBG515,11,__import__.location_family_G,bin,G,B,G,5,15
__import__.location_loc_GD29D4,GD29D4,29,__import__.location_family_G,bin,G,D,2,9,D4
__import__.location_loc_GK14B2,GK14B2,27,__import__.location_family_G,bin,G,K,1,4,B2
__import__.location_loc_GK09B3,GK09B3,35,__import__.location_family_G,bin,G,K,0,9,B3
__import__.location_loc_GI03B8,GI03B8,43,__import__.location_family_G,bin,G,I,0,3,B8
__import__.location_loc_GK11B1,GK11B1,68,__import__.location_family_G,bin,G,K,1,1,B1
__import__.location_loc_GBE501,GBE501,92,__import__.location_family_G,bin,G,B,E,5,01
__import__.location_loc_GC28D3,GC28D3,01,__import__.location_family_G,bin,G,C,2,8,D3
__import__.location_loc_GI13A1,GI13A1,37,__import__.location_family_G,bin,G,I,1,3,A1
__import__.location_loc_GBP307,GBP307,10,__import__.location_family_G,bin,G,B,P,3,07
__import__.location_loc_GBT401,GBT401,04,__import__.location_family_G,bin,G,B,T,4,01
__import__.location_loc_GI11B3,GI11B3,32,__import__.location_family_G,bin,G,I,1,1,B3
__import__.location_loc_GBP111,GBP111,81,__import__.location_family_G,bin,G,B,P,1,11
__import__.location_loc_AC05A2,AC05A2,13,__import__.location_family_A,bin,A,C,05,A,2
__import__.location_loc_GGE404,GGE404,25,__import__.location_family_G,bin,G,G,E,4,04
__import__.location_loc_GBK503,GBK503,95,__import__.location_family_G,bin,G,B,K,5,03
__import__.location_loc_GBP211,GBP211,66,__import__.location_family_G,bin,G,B,P,2,11
__import__.location_loc_GE24D4,GE24D4,07,__import__.location_family_G,bin,G,E,2,4,D4
__import__.location_loc_GD01C4,GD01C4,51,__import__.location_family_G,bin,G,D,0,1,C4
